url_length,domain_length,path_length,path_depth,num_subdomains,num_queries,url_entropy,domain_entropy,path_entropy,url_digit_ratio,domain_digit_ratio,path_digit_ratio,dot_count,at_count,dollar_count,underscore_count,dash_count,question_mark_count,percent_count,ampersand_count,hash_count,suspicious_words_url,suspicious_words_domain,suspicious_words_path,prefix_suffix,suspicious_tld,tld_in_subdomain,tld_in_path,has_ip,https,num_redirects,creation_days,expiry_days,ssl_expiry,has_port_in_url,non_standard_port,shortened_url,hosted_website,punycode,tranco_indexed,target
61,6,35,2,1,0,4.294449837101819,1.584962500721156,3.5791036496284487,0.048780487804878,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194,206,48,0,0,0,0,0,1,0
73,8,51,3,1,0,4.37175282141096,2.5,4.299150322177182,0.1016949152542373,0.0,0.1428571428571428,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
73,11,47,5,1,0,4.380534147446928,3.4594316186372973,4.102312540485657,0.2580645161290322,0.0,0.3902439024390244,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6552,752,44,0,0,0,0,0,0,0
39,6,14,1,0,1,4.580023372597455,1.9182958340544896,3.3927474104487847,0.1333333333333333,0.0,0.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7411,623,81,0,0,0,0,0,0,0
78,8,59,2,0,0,4.367903661777143,3.0,4.097688642915888,0.0,0.0,0.0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5305,173,47,0,0,0,0,0,1,0
97,5,78,3,1,0,4.705698544827385,2.321928094887362,4.539930866529602,0.1772151898734177,0.0,0.2153846153846154,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,53,0,0,0,0,0,1,0
48,16,18,1,1,0,4.248734053066622,3.327819531114783,3.7345216647797512,0.0256410256410256,0.0,0.0714285714285714,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0
51,5,12,1,1,2,4.691266518102716,1.9219280948873625,3.095795255000934,0.175,0.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5553,655,-1,0,0,0,0,0,0,0
87,11,65,4,0,0,4.269053722722574,3.095795255000934,4.0692986335525285,0.0555555555555555,0.0,0.074074074074074,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,6242,696,-1,0,0,0,0,0,0,0
43,6,22,3,1,0,4.173373987703791,2.2516291673878226,4.011365041826379,0.1470588235294117,0.0,0.2222222222222222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7766,274,234,0,0,0,0,0,1,0
46,9,20,4,1,0,4.33506120686012,2.725480556997868,3.3082708345352603,0.2285714285714285,0.0,0.5714285714285714,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,66,0,0,0,1,0,1,0
42,9,19,1,1,0,4.243158791671846,2.94770277922009,3.263933429485633,0.1515151515151515,0.4444444444444444,0.0666666666666666,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,36,0,0,0,0,0,0,0
63,8,40,4,1,0,4.180448820705664,2.75,4.009134590379753,0.0,0.0,0.0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3434,217,-1,0,0,0,0,0,0,0
53,17,10,1,0,2,4.765287435531994,3.7345216647797512,2.94770277922009,0.2093023255813953,0.0588235294117647,0.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
38,14,13,1,0,0,3.806588041518139,2.41379956460568,3.584962500721156,0.09375,0.0,0.2727272727272727,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7355,266,86,0,0,0,0,0,0,0
111,6,91,2,1,0,4.442385393190209,2.584962500721156,4.289257686176106,0.108695652173913,0.0,0.1298701298701298,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8910,37,65,0,0,0,0,0,0,0
120,6,103,4,0,0,4.465442780804749,2.584962500721156,4.284787538994287,0.0,0.0,0.0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,5532,311,-1,0,0,0,0,0,0,0
52,16,22,2,0,0,3.837096391418379,3.0306390622295662,3.6537567082870015,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0
56,13,32,4,0,0,4.200387406306879,3.238901256602631,3.7647351787255054,0.0888888888888888,0.0,0.16,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4324,105,-1,0,0,0,0,0,0,0
41,13,18,1,0,0,3.9484193824030265,3.238901256602631,3.0306390622295662,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,-1,88,0,0,0,0,0,0,0
53,10,18,2,1,1,4.583973464316205,2.9219280948873623,3.807763576417194,0.0465116279069767,0.0,0.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,28,336,-1,0,0,0,0,0,0,0
66,13,42,3,0,0,4.2805648716496,3.238901256602631,3.9364626751914886,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6622,1413,53,0,0,0,0,0,0,0
49,8,27,1,1,0,4.37737942609295,2.5,4.085055102756477,0.1707317073170731,0.0,0.2916666666666667,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4606,1237,297,0,0,0,0,0,1,0
89,18,53,3,1,0,4.406137049666073,3.0441104177484006,4.094378167898678,0.0945945945945946,0.0,0.1590909090909091,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,327,0,0,0,0,0,0,0
84,21,49,3,1,0,4.509827585047114,3.6537567082870015,4.1700427723692055,0.1176470588235294,0.1666666666666666,0.1219512195121951,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1489,336,58,0,0,0,0,0,0,0
58,8,31,3,1,0,4.344352547854799,2.75,4.056564762130955,0.1304347826086956,0.0,0.25,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
46,15,20,4,0,0,4.307993543863673,3.456564762130954,3.530493056757482,0.2162162162162162,0.0,0.5333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4965,147,55,0,0,0,0,0,0,0
80,7,26,3,1,2,4.6391859528232215,2.521640636343318,3.763856189774725,0.1492537313432835,0.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7017,496,-1,0,0,0,0,0,1,0
44,7,22,2,1,0,4.223874164623655,2.521640636343318,4.011365041826379,0.0555555555555555,0.0,0.1052631578947368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9504,356,77,0,0,0,0,0,0,0
36,11,14,2,0,0,3.9403510429286897,3.0271691184406184,3.3927474104487847,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3398,253,75,0,0,0,0,0,1,0
53,14,22,2,1,0,4.300585728303868,3.235926350629033,3.684183719779189,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9314,181,39,0,0,0,0,0,0,0
61,8,26,3,1,0,4.455109985622807,2.75,4.053660689688186,0.16,0.0,0.4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
82,12,55,2,1,0,4.630758377864196,2.6258145836939115,4.379166804461991,0.072463768115942,0.0,0.1063829787234042,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5058,54,75,0,0,0,0,0,0,0
45,8,15,2,1,0,4.35586608569048,2.5,3.807354922057604,0.0263157894736842,0.0,0.0769230769230769,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172,401,8746,0,0,0,0,0,1,0
27,4,13,1,0,0,3.884155094595804,2.0,2.8453509366224368,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,87,0,0,0,0,0,0,0
128,16,101,4,0,0,4.493225022610387,3.452819531114783,4.295790969988303,0.0727272727272727,0.0,0.0919540229885057,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492,159,-1,0,0,0,0,0,0,0
86,9,42,2,1,1,4.630873731517121,2.058813890331201,3.838901699581733,0.0547945205479452,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,8248,152,-1,0,0,0,0,0,1,0
98,19,18,1,0,3,4.74887470196785,3.642149881636904,3.616874605956222,0.0853658536585365,0.1578947368421052,0.0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,-1,5649,194,-1,0,0,0,0,0,0,0
61,11,35,2,1,0,4.172403223363191,3.095795255000934,3.947613208833767,0.0,0.0,0.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5712,496,61,0,0,0,0,0,1,0
75,6,59,2,0,0,4.624089239047336,2.2516291673878226,4.450944401302163,0.1475409836065573,0.3333333333333333,0.1428571428571428,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4591,156,136,0,0,0,0,0,1,0
81,12,17,1,0,2,4.9118900902581055,2.9182958340544896,3.702819531114783,0.3943661971830985,0.0,0.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,7843,191,-1,0,0,0,0,0,1,0
116,8,49,3,1,1,4.733035526627067,2.75,4.292481250360578,0.1919191919191919,0.0,0.1538461538461538,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
93,43,24,2,1,1,4.521086065368767,4.06279520858371,3.795088586397732,0.0,0.0,0.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3877,140,58,0,0,0,0,0,0,0
75,8,48,3,1,0,4.566361318077188,2.75,4.410451883362375,0.0952380952380952,0.0,0.1463414634146341,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
30,15,1,0,1,0,3.989898095464288,3.106890595608519,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
48,9,28,1,0,0,4.009761657503723,2.725480556997868,3.6714055834424975,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5804,39,26,0,0,0,0,0,0,0
46,18,13,1,1,0,4.129236619374021,3.350209029099897,3.084962500721156,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7439,230,-1,0,0,0,0,0,0,0
60,9,36,2,1,0,4.562373354557567,2.725480556997868,4.229003731107054,0.16,0.0,0.2580645161290322,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6398,175,52,0,0,0,0,0,1,0
78,8,28,3,1,0,4.58142958526501,2.75,3.940072687348653,0.088235294117647,0.0,0.2608695652173913,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
102,5,10,1,0,4,4.67191192544549,2.321928094887362,2.94770277922009,0.0357142857142857,0.0,0.0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,2,-1,-1,62,0,0,0,0,0,0,0
72,21,37,2,1,0,4.1012853436400185,3.403989446485262,3.797020431713804,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,-1,-1,135,0,0,0,0,0,1,0
50,9,15,1,1,1,4.4279764393853,2.5032583347756456,3.3248629576173565,0.1707317073170731,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,8966,166,-1,0,0,0,0,0,1,0
47,10,12,1,1,0,4.14257761813295,2.646439344671016,3.1219280948873624,0.0,0.0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9629,-1,60,0,0,0,0,0,0,0
38,9,15,1,1,0,4.007942895581381,2.725480556997868,3.3927474104487847,0.032258064516129,0.0,0.0769230769230769,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5969,239,145,0,0,0,0,0,1,0
66,10,41,6,1,0,4.413743983861762,2.646439344671016,4.199132270744292,0.2037037037037037,0.0,0.3235294117647059,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11192,129,102,0,0,0,0,0,1,0
69,9,1,0,1,2,4.900059558441153,2.94770277922009,0.0,0.1379310344827586,0.0,0.0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6993,311,46,0,0,0,0,0,0,0
52,28,13,1,0,0,4.395164660815569,3.708966082694624,3.095795255000934,0.0681818181818181,0.0,0.3333333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
88,10,59,3,1,0,4.488056227574435,2.9219280948873623,4.3816766346889455,0.0985915492957746,0.0,0.1458333333333333,3,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,5802,41,-1,0,0,0,0,0,0,0
82,8,49,3,1,0,4.527219048648671,2.75,4.282268229617389,0.0895522388059701,0.0,0.1538461538461538,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
67,6,46,3,1,0,4.279182109668346,2.584962500721156,3.945546231319144,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,6868,121,-1,0,0,0,0,0,0,0
50,10,30,1,0,0,4.273786320494367,2.721928094887362,3.6469666682736497,0.0,0.0,0.0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,221,81,0,0,0,0,0,0,0
45,8,9,2,1,0,4.258876575099364,2.75,1.8423709931771084,0.1621621621621621,0.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
52,10,27,3,1,0,4.525066343549482,2.646439344671016,4.286790198827113,0.0714285714285714,0.0,0.1363636363636363,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
66,9,42,3,1,0,4.520979915661721,3.169925001442312,3.812414584697268,0.24,0.0,0.3870967741935484,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7907,492,53,0,0,0,0,0,1,0
44,8,21,3,1,0,4.2007025735178845,2.4056390622295662,3.3841837197791893,0.3714285714285714,0.0,0.7647058823529411,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
73,8,35,3,1,0,4.560922292844611,2.75,4.182907326480826,0.0967741935483871,0.0,0.2068965517241379,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9373,122,61,0,0,0,1,0,1,0
85,17,57,3,0,0,4.244916091854393,3.4548223999466057,3.936160058411703,0.0422535211267605,0.0,0.0638297872340425,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
65,11,43,1,0,0,4.555317867854743,3.277613436819116,3.961959786352873,0.074074074074074,0.3636363636363636,0.0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4820,1753,36,0,0,0,0,0,0,0
58,8,25,3,1,0,4.310591237164564,2.75,4.001629167387823,0.125,0.0,0.3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,122,61,0,0,0,1,0,1,0
38,13,14,1,0,0,4.356498487629711,3.180832987205441,3.026986833359288,0.21875,0.0,0.5833333333333334,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8795,1066,106,0,0,0,0,0,0,0
37,10,16,2,0,0,4.249729716863357,2.646439344671016,3.456564762130954,0.2666666666666666,0.0,0.6153846153846154,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485,262,325,0,0,0,0,0,0,0
55,14,25,2,1,0,4.336197105245314,3.4677201004745,3.6053885422075336,0.0869565217391304,0.2142857142857142,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227,59,-1,0,0,0,0,0,0,0
88,4,10,1,1,5,4.675230131243041,1.5,2.94770277922009,0.1571428571428571,0.75,0.0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,9519,341,47,0,0,0,0,0,0,0
55,4,37,2,0,0,4.351738068377556,2.0,3.840083251972112,0.0444444444444444,0.0,0.0625,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
34,5,10,1,1,0,4.094097032108652,1.521928094887362,2.94770277922009,0.1153846153846153,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,11412,275,219,0,0,0,0,0,1,0
36,16,9,2,0,0,4.062305474194334,2.9056390622295662,2.521640636343318,0.2068965517241379,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
51,22,14,1,1,0,4.255471175177566,3.447401504705915,2.8553885422075336,0.0476190476190476,0.0,0.1818181818181818,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7883,151,79,0,0,0,0,0,0,0
94,7,14,1,1,4,4.828303151469823,2.807354922057604,3.180832987205441,0.4683544303797468,0.0,0.0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,6523,50,63,0,0,0,0,0,0,0
70,5,50,1,0,0,4.722090253173282,1.9219280948873625,4.262896967430973,0.3934426229508196,0.0,0.5333333333333333,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
63,19,33,1,0,0,4.46944312255244,3.471354487013929,4.140319531114783,0.1132075471698113,0.0,0.2142857142857142,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,419,-55,-1,0,0,0,0,0,0,0
112,14,88,2,0,0,4.479386124704158,3.4677201004745,4.332014470574832,0.053763440860215,0.0,0.0675675675675675,3,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5632,211,308,0,0,0,0,0,0,0
119,9,85,4,1,0,4.470013463809948,2.725480556997868,4.198431342401876,0.0776699029126213,0.0,0.1081081081081081,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,66,0,0,0,1,0,1,0
107,8,84,3,1,0,4.682168413988153,2.4056390622295662,4.440480093632605,0.1666666666666666,0.0,0.2083333333333333,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,7232,1533,-1,0,0,0,0,0,1,0
66,18,38,1,0,0,3.967505294252921,3.3082708345352603,3.631478390740808,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4225,157,52,0,0,0,0,0,0,0
68,12,22,2,1,2,4.508049746893609,3.2516291673878226,3.3446983751597124,0.0,0.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8038,361,82,0,0,0,0,0,0,0
107,7,51,4,1,2,4.691932173820327,2.235926350629033,4.117075599518185,0.0652173913043478,0.0,0.0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,-1,-1,86,0,0,0,0,0,0,0
61,4,1,0,1,2,4.582559780882107,1.5,0.0,0.196078431372549,0.0,0.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,11111,575,318,0,0,0,0,0,1,0
98,8,16,2,1,3,4.86279310422692,2.5,3.640223928941852,0.2771084337349397,0.0,0.0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,-1,9537,324,-1,0,0,0,0,0,0,0
118,2,98,4,1,0,4.257933246267776,1.0,4.044652943446565,0.010204081632653,0.0,0.0120481927710843,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,9015,149,252,0,0,0,0,0,1,0
81,4,62,4,1,0,4.61284294795534,2.0,4.487473402852923,0.1044776119402985,0.0,0.1320754716981132,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9917,2501,33,0,0,0,0,0,1,0
72,12,33,3,2,0,4.652447488023126,3.4182958340544896,4.226409765557392,0.1,0.0,0.2222222222222222,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8111,289,-1,0,0,0,0,0,0,0
73,6,53,4,0,0,4.2260129638623285,2.2516291673878226,4.036106305756778,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-1,-1,87,0,0,0,0,0,0,0
82,5,50,3,2,0,4.363139811126207,2.321928094887362,4.219515395613161,0.0285714285714285,0.0,0.0454545454545454,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11139,182,39,0,0,0,0,0,1,0
84,15,54,3,1,0,4.637088965236315,3.373557262275185,4.349890974569664,0.2028985507246377,0.0,0.3181818181818182,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
100,10,76,3,1,0,4.4586885704510975,2.9219280948873623,4.388641777584617,0.0714285714285714,0.0,0.0923076923076923,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,1,0
48,4,10,1,1,0,4.389460876028361,2.0,2.94770277922009,0.1578947368421052,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,11412,275,192,0,0,0,0,0,1,0
48,6,21,3,1,0,4.187179502183638,2.2516291673878226,3.9219280948873614,0.1538461538461538,0.0,0.3529411764705882,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,188,176,-1,0,0,0,0,0,0,0
110,6,44,6,1,1,4.8525574736449695,2.584962500721156,4.044003363657553,0.2842105263157894,0.0,0.0277777777777777,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,9520,340,297,0,0,0,0,0,1,0
65,9,41,4,1,0,4.242512667309824,2.4193819456463714,3.8610720901023847,0.0384615384615384,0.0,0.0606060606060606,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5408,70,48,0,0,0,0,0,0,0
68,8,49,4,0,0,4.425175158314201,2.75,4.070026351447481,0.1764705882352941,0.0,0.25,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2515,406,75,0,0,0,0,0,0,0
46,7,11,1,1,1,4.468576629687865,2.521640636343318,3.1219280948873624,0.1351351351351351,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10732,244,158,0,0,0,0,0,1,0
78,13,1,0,0,3,4.2208789050545725,3.0850551027564768,0.0,0.0307692307692307,0.0,0.0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,-1,7596,-1,-1,0,0,0,0,0,0,0
54,3,20,1,2,0,4.3376777797008605,1.584962500721156,3.932138039759375,0.0909090909090909,0.3333333333333333,0.1875,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9812,780,183,0,0,0,0,0,1,0
78,12,56,5,0,0,4.331098977119748,3.2516291673878226,4.190742559790769,0.0967741935483871,0.0,0.1333333333333333,2,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,67,0,0,0,0,0,0,0
49,9,9,2,1,0,4.089627069560095,2.725480556997868,2.521640636343318,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9524,2528,66,0,0,0,1,0,1,0
29,9,9,2,0,0,4.086790375244804,2.94770277922009,2.521640636343318,0.3636363636363636,0.2222222222222222,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208,539,33,0,0,0,0,0,0,0
73,12,47,3,1,0,4.643687278871549,3.2516291673878226,4.507151358183895,0.1,0.0,0.1538461538461538,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
52,12,26,1,1,0,4.168733170222928,3.2516291673878226,3.543465189601647,0.0,0.0,0.0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,256,0,0,0,0,0,0,0
105,12,78,4,1,0,4.787238018753692,3.084962500721156,4.71825852148923,0.2111111111111111,0.0,0.2794117647058823,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,516,213,69,0,0,0,0,0,0,0
52,24,18,4,0,0,4.519171988040696,3.573934896284056,3.0306390622295662,0.325,0.0,1.0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,-1,4032,350,-1,0,0,0,0,0,0,0
120,9,89,1,1,0,4.305655048079124,2.4193819456463714,3.9900331818335175,0.02,0.0,0.0266666666666666,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9804,264,82,0,0,0,0,0,0,0
69,12,29,3,1,1,4.545877501952062,3.2516291673878226,3.726474118254376,0.0,0.0,0.0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,10051,174,165,0,0,0,0,0,1,0
53,9,29,4,1,0,4.53387870899444,2.725480556997868,3.86933126111152,0.3255813953488372,0.0,0.56,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6484,89,71,0,0,0,0,0,1,0
108,5,88,2,1,0,4.5314964157965605,1.9219280948873625,4.402931606038018,0.0659340659340659,0.0,0.0789473684210526,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10121,469,81,0,0,0,0,0,1,0
117,8,96,3,1,0,4.327797410541032,2.75,4.160763526694264,0.0612244897959183,0.0,0.073170731707317,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,11129,192,-1,0,0,0,0,0,1,0
30,11,1,0,0,1,4.069576746316394,2.7321588913645702,0.0,0.1818181818181818,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0
140,12,42,2,1,3,4.97986258691785,2.7516291673878226,3.9643955295262847,0.2436974789915966,0.0,0.0,2,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,7892,142,52,0,0,0,0,0,0,0
70,4,28,3,2,1,4.421213196192992,2.0,3.4676694465277844,0.0344827586206896,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,10875,-1,-1,0,0,0,0,0,1,0
32,4,6,1,1,0,4.101409765557392,2.0,2.0,0.0416666666666666,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7528,142,181,0,0,0,0,0,1,0
41,8,22,3,0,0,4.099410323508964,2.5,3.499227541723357,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,5529,314,-1,0,0,0,0,0,0,0
